recordingid|sourceartist|recording_artist|recordname|recartistcredit
7586256|The Rolling Stones|The Rolling Stones|Mixed Emotions (extended mix)|825
14077632|The Rolling Stones|The Rolling Stones|Mixed Emotions (remastered)|825
5749047|The Rolling Stones|The Rolling Stones|Mixed Emotions (remix)|825
1674627|The Rolling Stones|The Rolling Stones|Mixed Emotions IV|825
3127032|The Rolling Stones|Bruce Springsteen|Mona|813
10188468|The Rolling Stones|Bo Diddley|Mona|6595
319528|The Rolling Stones|Quicksilver Messenger Service|Mona|32056
3853833|The Rolling Stones|The Iguanas|Mona|58153
3689195|The Rolling Stones|Craig McLachlan|Mona|165231
3612027|The Rolling Stones|Guy Forsyth|Mona|171639
3821446|The Rolling Stones|The Radiators|Mona|523780
5152534|The Rolling Stones|Craig McLachlan & Check 1-2|Mona|963503
2720642|The Rolling Stones|Craig McLachlan and Check 1-2|Mona|1378108
2913072|The Rolling Stones|Bruce Springsteen & The E Street Band|Mona|1488075
2440810|The Rolling Stones|Craig McLachlan|Mona (7" Version)|165231
386014|The Rolling Stones|The Rolling Stones|Mona (I Need You Baby)|825
1430606|The Rolling Stones|Sugar Blue|Mona (I Need You Baby)|113992
5861730|The Rolling Stones|The Nashville Teens|Mona (I Need You Baby)|147292
2440811|The Rolling Stones|Craig McLachlan|Mona (extended remix)|165231
18512750|The Rolling Stones|Bruce Springsteen & The E Street Band|Mona / Not Fade Away / She’s the One|1488075
2475008|The Rolling Stones|Bruce Springsteen|Mona / Preacher’s Daughter|813
18739604|The Rolling Stones|Bruce Springsteen & The E Street Band|Mona / Preacher’s Daughter|1488075
15928763|The Rolling Stones|Bruce Springsteen|Mona / She’s the One|813
12940065|The Rolling Stones|Bruce Springsteen & The E Street Band|Mona / She’s the One|1488075
659224|The Beatles|The Beatles|Money|303
659224|The Rolling Stones|The Beatles|Money|303
3453414|The Beatles|Led Zeppelin|Money|388
3453414|The Rolling Stones|Led Zeppelin|Money|388
11265396|The Beatles|Hanson|Money|788
11265396|The Rolling Stones|Hanson|Money|788
786304|The Beatles|The Rolling Stones|Money|825
786304|The Rolling Stones|The Rolling Stones|Money|825
10043482|The Beatles|The Doors|Money|1757
10043482|The Rolling Stones|The Doors|Money|1757
8525957|The Beatles|The Trashmen|Money|4544
8525957|The Rolling Stones|The Trashmen|Money|4544
4238620|The Beatles|Waylon Jennings|Money|6080
4238620|The Rolling Stones|Waylon Jennings|Money|6080
3157510|The Beatles|The Searchers|Money|16193
3157510|The Rolling Stones|The Searchers|Money|16193
11142655|The Beatles|Jimmy Barnes|Money|31044
11142655|The Rolling Stones|Jimmy Barnes|Money|31044
2284067|The Beatles|The Flying Lizards|Money|35817
2284067|The Rolling Stones|The Flying Lizards|Money|35817
8660660|The Beatles|The Sonics|Money|42872
8660660|The Rolling Stones|The Sonics|Money|42872
1637876|The Beatles|James Blood Ulmer|Money|45006
1637876|The Rolling Stones|James Blood Ulmer|Money|45006
4054354|The Beatles|The Miracles|Money|49207
4054354|The Rolling Stones|The Miracles|Money|49207
2816167|The Beatles|The Knickerbockers|Money|61514
2816167|The Rolling Stones|The Knickerbockers|Money|61514
1118187|The Beatles|The Babys|Money|71347
1118187|The Rolling Stones|The Babys|Money|71347
1319113|The Beatles|The Backbeat Band|Money|107333
1319113|The Rolling Stones|The Backbeat Band|Money|107333
12470075|The Beatles|Levon Helm|Money|109309
12470075|The Rolling Stones|Levon Helm|Money|109309
9604012|The Beatles|The Everly Brothers|Money|137543
9604012|The Rolling Stones|The Everly Brothers|Money|137543
1586600|The Beatles|The Plastic Ono Band|Money|173661
1586600|The Rolling Stones|The Plastic Ono Band|Money|173661
3843283|The Beatles|The Astronauts|Money|182256
3843283|The Rolling Stones|The Astronauts|Money|182256
5110810|The Beatles|The Alarm Clocks|Money|182654
5110810|The Rolling Stones|The Alarm Clocks|Money|182654
5251559|The Beatles|Bern Elliott & The Fenmen|Money|324640
5251559|The Rolling Stones|Bern Elliott & The Fenmen|Money|324640
9843283|The Beatles|The Purple Helmets|Money|433950
9843283|The Rolling Stones|The Purple Helmets|Money|433950
12130025|The Beatles|The Outtakes|Money|787748
12130025|The Rolling Stones|The Outtakes|Money|787748
18014594|The Beatles|Paul Black & The Flip Kings|Money|1506996
18014594|The Rolling Stones|Paul Black & The Flip Kings|Money|1506996
14903598|The Beatles|The Flying Lizards|Money (12" version)|35817
14903598|The Rolling Stones|The Flying Lizards|Money (12" version)|35817
7798990|The Beatles|The Beatles|Money (That's What I Want)|303
7798990|The Rolling Stones|The Beatles|Money (That's What I Want)|303
405454|The Beatles|Jerry Lee Lewis|Money (That's What I Want)|1803
405454|The Rolling Stones|Jerry Lee Lewis|Money (That's What I Want)|1803
1987539|The Beatles|Buddy Guy|Money (That's What I Want)|2292
1987539|The Rolling Stones|Buddy Guy|Money (That's What I Want)|2292
9914669|The Beatles|Little Richard|Money (That's What I Want)|3331
9914669|The Rolling Stones|Little Richard|Money (That's What I Want)|3331
7429379|The Beatles|Boyz II Men|Money (That's What I Want)|10477
7429379|The Rolling Stones|Boyz II Men|Money (That's What I Want)|10477
5308227|The Beatles|The Kingsmen|Money (That's What I Want)|10934
5308227|The Rolling Stones|The Kingsmen|Money (That's What I Want)|10934
3145572|The Beatles|Etta James|Money (That's What I Want)|12100
3145572|The Rolling Stones|Etta James|Money (That's What I Want)|12100
14505708|The Beatles|Mary Wells|Money (That's What I Want)|21154
14505708|The Rolling Stones|Mary Wells|Money (That's What I Want)|21154
8048952|The Beatles|The James Taylor Quartet|Money (That's What I Want)|31815
8048952|The Rolling Stones|The James Taylor Quartet|Money (That's What I Want)|31815
1065487|The Beatles|The Flying Lizards|Money (That's What I Want)|35817
1065487|The Rolling Stones|The Flying Lizards|Money (That's What I Want)|35817
7929648|The Beatles|Barrett Strong|Money (That's What I Want)|42708
7929648|The Rolling Stones|Barrett Strong|Money (That's What I Want)|42708
6036763|The Beatles|Dwight Twilley|Money (That's What I Want)|90312
6036763|The Rolling Stones|Dwight Twilley|Money (That's What I Want)|90312
13316075|The Beatles|Mandré|Money (That's What I Want)|121825
13316075|The Rolling Stones|Mandré|Money (That's What I Want)|121825
4620172|The Beatles|The Supremes|Money (That's What I Want)|137578
4620172|The Rolling Stones|The Supremes|Money (That's What I Want)|137578
4047311|The Beatles|Richard Wylie & His Band|Money (That's What I Want)|254098
4047311|The Rolling Stones|Richard Wylie & His Band|Money (That's What I Want)|254098
1664177|The Beatles|Curtis Knight and The Squires|Money (That's What I Want)|538699
1664177|The Rolling Stones|Curtis Knight and The Squires|Money (That's What I Want)|538699
11181714|The Beatles|The Burger Project|Money (That's What I Want)|725266
11181714|The Rolling Stones|The Burger Project|Money (That's What I Want)|725266
9553012|The Beatles|Variety Lab feat. Mona Soyoc|Money (That's What I Want)|970704
9553012|The Rolling Stones|Variety Lab feat. Mona Soyoc|Money (That's What I Want)|970704
593799|The Beatles|Josie and the Pussycats|Money (That's What I Want)|1252727
593799|The Rolling Stones|Josie and the Pussycats|Money (That's What I Want)|1252727
17819950|The Beatles|Tiny Toon Adventures|Money (That's What I Want) (originally by Barrett Strong)|1482607
17819950|The Rolling Stones|Tiny Toon Adventures|Money (That's What I Want) (originally by Barrett Strong)|1482607
1065494|The Beatles|The Flying Lizards|Money (That's What I Want) (single edit)|35817
1065494|The Rolling Stones|The Flying Lizards|Money (That's What I Want) (single edit)|35817
3090664|The Beatles|The Beatles|Money (That’s What I Want)|303
3090664|The Rolling Stones|The Beatles|Money (That’s What I Want)|303
18701486|The Beatles|Bruce Springsteen|Money (That’s What I Want)|813
18701486|The Rolling Stones|Bruce Springsteen|Money (That’s What I Want)|813
4864016|The Beatles|John Lee Hooker|Money (That’s What I Want)|1655
4864016|The Rolling Stones|John Lee Hooker|Money (That’s What I Want)|1655
1134590|The Beatles|The Flying Lizards|Money (That’s What I Want)|35817
1134590|The Rolling Stones|The Flying Lizards|Money (That’s What I Want)|35817
500453|The Beatles|Barrett Strong|Money (That’s What I Want)|42708
500453|The Rolling Stones|Barrett Strong|Money (That’s What I Want)|42708
1097770|The Beatles|John Belushi|Money (That’s What I Want)|49225
1097770|The Rolling Stones|John Belushi|Money (That’s What I Want)|49225
6475679|The Beatles|Freddie & The Dreamers|Money (That’s What I Want)|59972
6475679|The Rolling Stones|Freddie & The Dreamers|Money (That’s What I Want)|59972
17550137|The Beatles|The Standells|Money (That’s What I Want)|61499
17550137|The Rolling Stones|The Standells|Money (That’s What I Want)|61499
6048714|The Beatles|The Undertakers|Money (That’s What I Want)|158351
6048714|The Rolling Stones|The Undertakers|Money (That’s What I Want)|158351
15635393|The Beatles|The Beatles|Money (That’s What I Want) (live at BBC for “Pop Go The Beatles” / 18th June, 1963)|303
15635393|The Rolling Stones|The Beatles|Money (That’s What I Want) (live at BBC for “Pop Go The Beatles” / 18th June, 1963)|303
16864693|The Beatles|The Smashing Pumpkins|Money (That’s What I Want) (live/Los Angeles/Dodger Stadium)|11650
16864693|The Rolling Stones|The Smashing Pumpkins|Money (That’s What I Want) (live/Los Angeles/Dodger Stadium)|11650
15635372|The Beatles|The Beatles|Money (That’s What I Want) (studio outtake)|303
15635372|The Rolling Stones|The Beatles|Money (That’s What I Want) (studio outtake)|303
11476152|The Beatles|The Flying Lizards|Money (edit)|35817
11476152|The Rolling Stones|The Flying Lizards|Money (edit)|35817
4678030|The Beatles|The Smashing Pumpkins|Money (live)|11650
4678030|The Rolling Stones|The Smashing Pumpkins|Money (live)|11650
5469042|The Beatles|The Flying Lizards|Money B|35817
5469042|The Rolling Stones|The Flying Lizards|Money B|35817
17235848|The Beatles|The Flying Lizards|Money( That's What I Want)|35817
17235848|The Rolling Stones|The Flying Lizards|Money( That's What I Want)|35817
7859462|The Beatles|The Kingsmen|Money, That's What I Want|10934
7859462|The Rolling Stones|The Kingsmen|Money, That's What I Want|10934
11302442|The Rolling Stones|Vic Ruggiero|Motel Room / I Just Want to Make Love to You|180646
6723216|The Rolling Stones|The Rolling Stones|Mother's Little Helper|825
4678286|The Rolling Stones|Liz Phair|Mother's Little Helper|1102
345788|The Rolling Stones|Tesla|Mother's Little Helper|2454
1082396|The Rolling Stones|Johnny Dowd|Mother's Little Helper|4476
8269618|The Rolling Stones|Sara Hickman|Mother's Little Helper|6821
11809526|The Rolling Stones|Mad Parade|Mother's Little Helper|7646
8695696|The Rolling Stones|Mary Coughlan|Mother's Little Helper|34293
4906400|The Rolling Stones|Arno|Mother's Little Helper|37595
3984264|The Rolling Stones|Polyphonic Size|Mother's Little Helper|71283
10015040|The Rolling Stones|Only a Mother|Mother's Little Helper|87325
10698476|The Rolling Stones|Linda Draper|Mother's Little Helper|265893
8900059|The Rolling Stones|Gene Latter|Mother's Little Helper|588626
12940411|The Rolling Stones|John Batdorf & James Lee Stanley|Mother's Little Helper|882557
12939861|The Rolling Stones|The Rolling Stones|Mother's Little Helper (1965-12-xx: backing track)|825
234710|The Rolling Stones|The Rolling Stones|Mother’s Little Helper|825
17004741|The Rolling Stones|Tony Dynamite and Shooting Beavers|Mother’s Little Helper|1382427
10810241|The Rolling Stones|Tiny Tim|Mr Tim Recalls His Visit With the Rolling Stones|5075
702944|The Beatles|The Beatles|Mr. Moonlight|303
7644307|The Beatles|The Hollies|Mr. Moonlight|12651
9925688|The Beatles|Duofel|Mr. Moonlight|99929
8460332|The Beatles|Dr. Feelgood & The Interns|Mr. Moonlight|248406
10832796|The Beatles|Roy Lee Johnson|Mr. Moonlight|407174
13949714|The Beatles|The London Pops Orchestra|Music Man: 'Til There Was You|240985
308224|The Beatles|The Beatles|My Bonnie|303
8472742|The Beatles|Bobby Darin|My Bonnie|2109
14767032|The Beatles|Ray Charles|My Bonnie|3415
3184559|The Beatles|Jane Birkin|My Bonnie|11820
1916304|The Beatles|The Real McKenzies|My Bonnie|36332
7982353|The Beatles|The Spotnicks|My Bonnie|56063
6745609|The Beatles|Mocedades|My Bonnie|81946
10005820|The Beatles|The Bristols|My Bonnie|200457
6068986|The Beatles|Per Elvis|My Bonnie|377164
15321727|The Beatles|Tony Sheridan & The Beatles|My Bonnie|811673
14915721|The Beatles|Tony Sheridan and The Beat Brothers|My Bonnie|1166058
8839137|The Beatles|The Beatles with Tony Sheridan|My Bonnie|1171030
17124351|The Beatles|Tony Sheridan and The Beatles|My Bonnie|1396561
14974338|The Beatles|Tony Sheridan & The Beat Brothers|My Bonnie (Mein Herz ist bei dir nur)|837902
11786296|The Beatles|Element of Crime|My Bonnie Is Over the Ocean|24204
1735048|The Beatles|Original Dixieland-Stompers|My Bonnie Is Over the Ocean|129347
19046364|The Beatles|[unknown]|My Bonnie Is Over the Ocean (Gitarre, zum Anhören)|97546
19046365|The Beatles|[unknown]|My Bonnie Is Over the Ocean (Gitarre, zum Üben)|97546
38471|The Beatles|Ed McCurdy|My Bonnie Lies Over the Ocean|4039
4005577|The Rolling Stones|Stevie Wonder|My Girl|29
861900|The Rolling Stones|The Temptations|My Girl|132
5843575|The Rolling Stones|Glen Campbell|My Girl|379
1129255|The Rolling Stones|Michael Jackson|My Girl|519
2222090|The Rolling Stones|The Rolling Stones|My Girl|825
8735064|The Rolling Stones|Seal|My Girl|906
3955604|The Rolling Stones|Marvin Gaye|My Girl|962
2524975|The Rolling Stones|Rockapella|My Girl|1481
1379328|The Rolling Stones|Al Green|My Girl|1677
593009|The Rolling Stones|Otis Redding|My Girl|1748
923247|The Rolling Stones|The Jesus and Mary Chain|My Girl|2361
6266222|The Rolling Stones|Aaron Neville|My Girl|2821
14654489|The Rolling Stones|Mongo Santamaría|My Girl|5300
659042|The Rolling Stones|Alabama|My Girl|9298
1863168|The Rolling Stones|Michael Bolton|My Girl|10095
404882|The Rolling Stones|Westlife|My Girl|10527
1280961|The Rolling Stones|The Mamas & the Papas|My Girl|10938
2088440|The Rolling Stones|The Neville Brothers|My Girl|14905
13210544|The Rolling Stones|The Righteous Brothers|My Girl|15072
290044|The Rolling Stones|Rahsaan Roland Kirk|My Girl|23903
590187|The Rolling Stones|Elvin Bishop|My Girl|30416
5258637|The Rolling Stones|Human Nature|My Girl|31046
2212873|The Rolling Stones|Patricia Barber|My Girl|32467
11299445|The Rolling Stones|Pato Fu|My Girl|35614
13076027|The Rolling Stones|Hall & Oates|My Girl|37921
1716567|The Rolling Stones|Ferron|My Girl|40208
7259152|The Rolling Stones|Prince Buster|My Girl|40825
1933763|The Rolling Stones|Georgie Fame|My Girl|41073
6805684|The Rolling Stones|Billy Preston|My Girl|74761
5979405|The Rolling Stones|Veeti & The Velvets|My Girl|81674
2658306|The Rolling Stones|The Whispers|My Girl|82815
1103180|The Rolling Stones|Flemming Bamse Jørgensen|My Girl|84262
5823080|The Rolling Stones|The Capitols|My Girl|104605
4920237|The Rolling Stones|David Matthews|My Girl|133943
18489255|The Rolling Stones|Hank Ballard|My Girl|133964
2250854|The Rolling Stones|Jon Peter Lewis|My Girl|154508
5125562|The Rolling Stones|Le Valedon|My Girl|317965
18604654|The Rolling Stones|Jonah Matranga|My Girl|324099
11143442|The Rolling Stones|A Loss for Words|My Girl|343656
13463945|The Rolling Stones|Sam Milby|My Girl|358750
6051221|The Rolling Stones|The Outsiders|My Girl|375805
9746823|The Rolling Stones|Smokey Robinson & The Miracles|My Girl|376676
8291023|The Rolling Stones|Günther Neefs|My Girl|534980
10508748|The Rolling Stones|Suave|My Girl|686185
10891792|The Rolling Stones|Tiago Lorc|My Girl|707581
8259158|The Rolling Stones|Jackie Wilson & Count Basie|My Girl|807663
5389457|The Rolling Stones|John Hiatt & Loudon Wainwright III|My Girl|813359
15368867|The Rolling Stones|The Temptations|My Girl|838539
11543471|The Rolling Stones|Declan|My Girl|849987
1374644|The Rolling Stones|The Jackson 5|My Girl|951501
16639809|The Rolling Stones|The Original Lead Singers of The Temptations|My Girl|955431
11892751|The Rolling Stones|The Temptations feat. The Steadies|My Girl|1017540
17893659|The Rolling Stones|House Party Karaloke|My Girl|1495381
17948145|The Rolling Stones|Sounds of Soul|My Girl|1498145
18680914|The Rolling Stones|Lucky Chops|My Girl|1586014
18905938|The Rolling Stones|Vineyard Sound|My Girl|1611436
2349861|The Rolling Stones|The Rolling Stones|My Girl (Aftermath outake)|825
9219334|The Rolling Stones|Dolly Parton|My Girl (My Love)|1607
12768293|The Rolling Stones|Mario Biondi|My Girl (acoustic English)|589832
12768291|The Rolling Stones|Mario Biondi|My Girl (original English)|589832
8507942|The Rolling Stones|The Jackson 5|My Girl (original session)|951501
3008919|The Rolling Stones|LaToya Jackson|My Guy|196567
11312837|The Rolling Stones|Amii Stewart feat. Johnny Bristol|My Guy / My Girl|1017555
3029425|The Rolling Stones|Amii Stewart|My Guy, My Girl|12689
4169533|The Rolling Stones|Diana Ross & The Supremes and The Temptations|My Guy, My Girl|813532
6498870|The Rolling Stones|Diana Ross & The Supremes and The Temptations|My Guy, My Girl (mono mix)|813532
5445433|The Beatles|Camel|Mystery Tour|335728
1511187|The Beatles|Transatlantic|Mystery Train / Magical Mystery Tour / Strawberry Fields Forever|11612
7340423|The Beatles|Henrique Cazes & Carlos Malta|Night Before|1427569
2710474|The Beatles|The Beatles|No Reply|303
10222525|The Beatles|The Hollyridge Strings|No Reply|24501
1513111|The Beatles|The Brown Derbies|No Reply|69533
4055083|The Beatles|Peter Lipa|No Reply|254587
15494552|The Beatles|The Nutopians|No Reply|1238340
3574471|The Beatles|Stefano Bollani|Norvegian Wood|45666
8228822|The Beatles|The Beatles|Norwegian Wood|303
4148979|The Beatles|Acker Bilk|Norwegian Wood|331
10685525|The Beatles|Tangerine Dream|Norwegian Wood|1418
5077588|The Beatles|Rick Wakeman|Norwegian Wood|3564
459907|The Beatles|Charlie Byrd|Norwegian Wood|5269
6484624|The Beatles|Leni Stern|Norwegian Wood|6064
4978014|The Beatles|Waylon Jennings|Norwegian Wood|6080
1277415|The Beatles|The Swingle Singers|Norwegian Wood|9896
12227450|The Beatles|Kurt Elling|Norwegian Wood|21352
8252826|The Beatles|Percy Faith|Norwegian Wood|24503
2139966|The Beatles|Trio Rococo|Norwegian Wood|36505
9487151|The Beatles|Judy Collins|Norwegian Wood|36961
11871016|The Beatles|Jason Falkner|Norwegian Wood|36976
6413693|The Beatles|Milton Nascimento|Norwegian Wood|37672
1180363|The Beatles|Victor Wooten|Norwegian Wood|46669
5338961|The Beatles|Helen Merrill|Norwegian Wood|47168
5311915|The Beatles|José Feliciano|Norwegian Wood|47801
2724739|The Beatles|Joemy Wilson|Norwegian Wood|48801
12572314|The Beatles|Radio Stars|Norwegian Wood|49023
15897041|The Beatles|Acda en De Munnik|Norwegian Wood|61909
5663166|The Beatles|Nits|Norwegian Wood|70364
5815479|The Beatles|Mia Doi Todd|Norwegian Wood|71115
2484535|The Beatles|[unknown]|Norwegian Wood|97546
4527968|The Beatles|Beverly Jo Scott|Norwegian Wood|98174
9925687|The Beatles|Duofel|Norwegian Wood|99929
14008135|The Beatles|akiko|Norwegian Wood|102718
2629810|The Beatles|Die 12 Cellisten der Berliner Philharmoniker|Norwegian Wood|104142
4673616|The Beatles|Emmerson Nogueira|Norwegian Wood|112186
3841878|The Beatles|The Nudes|Norwegian Wood|114757
1865219|The Beatles|Enoch Light|Norwegian Wood|135627
2131924|The Beatles|Marshall Williams|Norwegian Wood|147872
14811350|The Beatles|Paul Horn Quintet|Norwegian Wood|157154
3108104|The Beatles|Moonflowers|Norwegian Wood|177681
13940673|The Beatles|Harry Sacksioni|Norwegian Wood|199691
2109947|The Beatles|Count Basie & His Orchestra|Norwegian Wood|201597
1187939|The Beatles|Strange Hobby|Norwegian Wood|236200
3835141|The Beatles|Nei Lisboa|Norwegian Wood|240931
10320892|The Beatles|Rudy Rotta Band|Norwegian Wood|241556
2609510|The Beatles|The Charles River Valley Boys|Norwegian Wood|251585
4055071|The Beatles|Peter Lipa|Norwegian Wood|254587
6773138|The Beatles|Texas Lightning|Norwegian Wood|285478
4935040|The Beatles|Jon Simon|Norwegian Wood|308310
10605989|The Beatles|Putte Wickman|Norwegian Wood|324840
10981282|The Beatles|Katie Noonan|Norwegian Wood|342523
6234207|The Beatles|Mike Strickland|Norwegian Wood|388624
15807048|The Beatles|Sweet Little Band|Norwegian Wood|405069
6484803|The Beatles|Marian Dacal|Norwegian Wood|409085
6594782|The Beatles|Wayne Armond|Norwegian Wood|417333
9024094|The Beatles|Lisa Rose|Norwegian Wood|597470
14811183|The Beatles|The Frugal Sound|Norwegian Wood|665672
11487768|The Beatles|Novi Sad|Norwegian Wood|691831
5628088|The Beatles|Sérgio Mendes & Brasil '66|Norwegian Wood|826134
12496143|The Beatles|Harry Netchel|Norwegian Wood|830299
13676774|The Beatles|Lik'n'Stk|Norwegian Wood|1002371
6630832|The Beatles|Tim O’Brien|Norwegian Wood|1129716
18521208|The Beatles|Adam Rafferty|Norwegian Wood|1143103
5770206|The Beatles|P.M.Dawn|Norwegian Wood|1223161
8207494|The Beatles|Leila feat. Luca Santucci|Norwegian Wood|1243327
19186745|The Beatles|塩谷哲|Norwegian Wood|1284748
18706068|The Beatles|Phil Bates and Mik Kaminski feat. Tina McBain|Norwegian Wood|1588929
11841218|The Beatles|David Axelrod|Norwegian Wood (Spanish Wood)|30274
11612198|The Beatles|The Beatles|Norwegian Wood (This Bird Has Flown)|303
133494|The Beatles|Cornershop|Norwegian Wood (This Bird Has Flown)|798
1024394|The Beatles|Herbie Hancock|Norwegian Wood (This Bird Has Flown)|1641
2845896|The Beatles|Carol Sloane|Norwegian Wood (This Bird Has Flown)|5236
455404|The Beatles|Jan & Dean|Norwegian Wood (This Bird Has Flown)|16189
2769495|The Beatles|Hank Williams, Jr.|Norwegian Wood (This Bird Has Flown)|21829
10222573|The Beatles|The Hollyridge Strings|Norwegian Wood (This Bird Has Flown)|24501
739922|The Beatles|The Brothers Four|Norwegian Wood (This Bird Has Flown)|31074
721551|The Beatles|Allan Holdsworth|Norwegian Wood (This Bird Has Flown)|36735
11908346|The Beatles|Andrew Gold|Norwegian Wood (This Bird Has Flown)|38260
8555361|The Beatles|Paul Schwartz|Norwegian Wood (This Bird Has Flown)|38523
13223385|The Beatles|Kaare Norge|Norwegian Wood (This Bird Has Flown)|54426
14201176|The Beatles|Göran Söllscher|Norwegian Wood (This Bird Has Flown)|56464
8383580|The Beatles|The Buddy Rich Big Band|Norwegian Wood (This Bird Has Flown)|61553
13165395|The Beatles|Duofel|Norwegian Wood (This Bird Has Flown)|99929
4627346|The Beatles|The Fiery Furnaces|Norwegian Wood (This Bird Has Flown)|120303
2206712|The Beatles|Frank Marino & Mahogany Rush|Norwegian Wood (This Bird Has Flown)|151911
2647112|The Beatles|Beto Guedes|Norwegian Wood (This Bird Has Flown)|175135
7459224|The Beatles|Kalimba|Norwegian Wood (This Bird Has Flown)|209181
10276319|The Beatles|Peter Mayer|Norwegian Wood (This Bird Has Flown)|353956
6971479|The Beatles|Bishop Desmond & The Tutus|Norwegian Wood (This Bird Has Flown)|442231
14201212|The Beatles|Frank Chacksfield & His Orchestra|Norwegian Wood (This Bird Has Flown)|469807
3126766|The Beatles|Paraffin Jack Flash|Norwegian Wood (This Bird Has Flown)|1371453
12870908|The Beatles|Ricardo Vignini & Zé Helder|Norwegian Wood (This Bird Has Flown) (The Beatles cover)|874746
14173290|The Beatles|The Beatles|Norwegian Wood (extract)|303
9754085|The Beatles|Patricia Barber|Norwegian Wood (live)|32467
18429466|The Beatles|Fred's House|Norwegian Wood (live)|1461458
407670|The Rolling Stones|Bob Dylan|Not Fade Away|17
7100111|The Rolling Stones|James Taylor|Not Fade Away|127
6643251|The Rolling Stones|Sheryl Crow|Not Fade Away|199
3090574|The Rolling Stones|Bruce Springsteen|Not Fade Away|813
246823|The Rolling Stones|The Rolling Stones|Not Fade Away|825
5744164|The Rolling Stones|Rush|Not Fade Away|918
622873|The Rolling Stones|Foreigner|Not Fade Away|1436
386075|The Rolling Stones|Grateful Dead|Not Fade Away|1528
4117459|The Rolling Stones|Patti Smith|Not Fade Away|2003
13689602|The Rolling Stones|Stevie Nicks|Not Fade Away|2794
26798|The Rolling Stones|John Entwistle|Not Fade Away|3529
7378777|The Rolling Stones|Black Oak Arkansas|Not Fade Away|3575
131366|The Rolling Stones|The Razorbacks|Not Fade Away|7983
3190643|The Rolling Stones|Status Quo|Not Fade Away|9971
558802|The Rolling Stones|Tanya Tucker|Not Fade Away|10960
1773978|The Rolling Stones|The Nitty Gritty Dirt Band|Not Fade Away|11201
3453879|The Rolling Stones|Joe Ely|Not Fade Away|14407
102638|The Rolling Stones|The Crickets|Not Fade Away|30568
578674|The Rolling Stones|Trout Fishing in America|Not Fade Away|33145
9154110|The Rolling Stones|Stephen Stills|Not Fade Away|36027
11418896|The Rolling Stones|Studio 99|Not Fade Away|42563
990792|The Rolling Stones|Cory Morrow|Not Fade Away|49839
3803734|The Rolling Stones|Hank Marvin|Not Fade Away|51541
6977747|The Rolling Stones|Thee Mighty Caesars|Not Fade Away|77556
2853019|The Rolling Stones|Peter Belli|Not Fade Away|91529
1493320|The Rolling Stones|Jon Bon Jovi|Not Fade Away|100381
121522|The Rolling Stones|Jorma Kaukonen Band|Not Fade Away|116302
1812269|The Rolling Stones|Ned Sublette|Not Fade Away|133039
4002911|The Rolling Stones|The Everly Brothers|Not Fade Away|137543
8015354|The Rolling Stones|The Supremes|Not Fade Away|137578
7608357|The Rolling Stones|Happy Flowers|Not Fade Away|162954
5784785|The Rolling Stones|The Scorpions|Not Fade Away|204046
4822955|The Rolling Stones|Mick Fleetwood|Not Fade Away|246480
4168923|The Rolling Stones|Two Tons of Steel|Not Fade Away|261733
8696193|The Rolling Stones|Bobby Fuller|Not Fade Away|284836
4666455|The Rolling Stones|Amiga Blues Band|Not Fade Away|292504
5512419|The Rolling Stones|Lolitas|Not Fade Away|339628
5835351|The Rolling Stones|Roy Rogers|Not Fade Away|376672
3821445|The Rolling Stones|The Radiators|Not Fade Away|523780
10381877|The Rolling Stones|The Head Cat|Not Fade Away|678360
10511517|The Rolling Stones|Sean Kennedy & The King Kats|Not Fade Away|686478
12528809|The Rolling Stones|Florence + the Machine|Not Fade Away|852717
6177042|The Rolling Stones|Peter Belli & De Nye Rivaler|Not Fade Away|872884
12506777|The Rolling Stones|The Barracudas|Not Fade Away|876645
2909957|The Rolling Stones|Lemmy, Slim Jim & Danny B|Not Fade Away|877877
1412610|The Rolling Stones|The Band feat. The Crickets|Not Fade Away|877915
121540|The Rolling Stones|Jorma Kaukonen Band feat. Tom Constanten, Merl Saunders & Donna Jean Godchaux-McCay|Not Fade Away|877950
11198716|The Rolling Stones|Charles Hardin Holley & Norman Petty|Not Fade Away|1380670
5246951|The Rolling Stones|Bruce Springsteen & The E Street Band|Not Fade Away|1488075
4092966|The Rolling Stones|Steve Hillage|Not Fade Away (Glide Forever)|64022
12216861|The Rolling Stones|The Rolling Stones|Not Fade Away (alternate version)|825
9258772|The Rolling Stones|The Rolling Stones|Not Fade Away (take 15)|825
17224789|The Rolling Stones|Bruce Springsteen & The E Street Band|Not Fade Away / Gloria / She’s the One|1488075
275467|The Rolling Stones|Grateful Dead|Not Fade Away / Goin' Down the Road Feeling Bad|1528
14128780|The Rolling Stones|Bruce Springsteen|Not Fade Away / She’s the One|813
18753874|The Rolling Stones|The Radiators|Not Fade Away [medley]|523780
286227|The Beatles|The Beatles|Not a Second Time|303
6675136|The Beatles|The Smithereens|Not a Second Time|4572
1202537|The Beatles|Robert Palmer|Not a Second Time|12129
14870470|The Beatles|Litto Nebbia|Not a Second Time|57700
10196008|The Beatles|The Ergs!|Not a Second Time|234975
12507732|The Beatles|Hayley Sanderson|Not a Second Time|562243
6505033|The Beatles|Richard Anthony|Nouvelle Vague|85212
5016818|The Beatles|Richard Anthony|Nouvelle vague|85212
