artist	trackid	trackname	recordingid	releasename	release_group	date_year	labelname	countryname	id	name
The Beatles	1308118	Drive My Car	14864278	Yesterday… and Today	155525	1966	Capitol Records	United States	613806	Drive My Car
The Beatles	1308119	I’m Only Sleeping	14864279	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	292249	I’m Only Sleeping
The Beatles	1308119	I’m Only Sleeping	14864279	Yesterday… and Today	155525	1966	Capitol Records	United States	292249	I’m Only Sleeping
The Beatles	1308120	Nowhere Man	410946	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	249996	Nowhere Man
The Beatles	1308120	Nowhere Man	410946	Yesterday… and Today	155525	1966	Capitol Records	United States	249996	Nowhere Man
The Beatles	1308122	Yesterday	14523264	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	674763	Yesterday
The Beatles	1308122	Yesterday	14523264	Yesterday… and Today	155525	1966	Capitol Records	United States	674763	Yesterday
The Beatles	1308123	Act Naturally	14523259	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	674758	Act Naturally
The Beatles	1308123	Act Naturally	14523259	Yesterday… and Today	155525	1966	Capitol Records	United States	674758	Act Naturally
The Beatles	1308124	And Your Bird Can Sing	12615244	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	15243	And Your Bird Can Sing
The Beatles	1308124	And Your Bird Can Sing	12615244	Yesterday… and Today	155525	1966	Capitol Records	United States	15243	And Your Bird Can Sing
The Beatles	1308125	If I Needed Someone	10775958	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	250005	If I Needed Someone
The Beatles	1308125	If I Needed Someone	10775958	Yesterday… and Today	155525	1966	Capitol Records	United States	250005	If I Needed Someone
The Beatles	1308126	We Can Work It Out	5682217	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	5682217	We Can Work It Out
The Beatles	1308126	We Can Work It Out	5682217	Yesterday… and Today	155525	1966	Capitol Records	United States	5682217	We Can Work It Out
The Beatles	1308128	Day Tripper	6178082	Yesterday… and Today	155525	1966	Capitol Records	United Kingdom	6616974	Day Tripper
The Beatles	1308128	Day Tripper	6178082	Yesterday… and Today	155525	1966	Capitol Records	United States	6616974	Day Tripper
The Rolling Stones	12225305	Under My Thumb	435908	Got Live If You Want It!	59478	1966	London Records	United Kingdom	435908	Under My Thumb
The Rolling Stones	12225305	Under My Thumb	435908	Got Live If You Want It!	59478	1966	London Records	United States	435908	Under My Thumb
The Rolling Stones	12225306	Get Off of My Cloud	435909	Got Live If You Want It!	59478	1966	London Records	United Kingdom	435909	Get Off of My Cloud
The Rolling Stones	12225306	Get Off of My Cloud	435909	Got Live If You Want It!	59478	1966	London Records	United States	435909	Get Off of My Cloud
The Rolling Stones	12225308	Not Fade Away	435911	Got Live If You Want It!	59478	1966	London Records	United Kingdom	435911	Not Fade Away
The Rolling Stones	12225308	Not Fade Away	435911	Got Live If You Want It!	59478	1966	London Records	United States	435911	Not Fade Away
The Rolling Stones	12225310	Fortune Teller	435913	Got Live If You Want It!	59478	1966	London Records	United Kingdom	7286488	Fortune Teller
The Rolling Stones	12225310	Fortune Teller	435913	Got Live If You Want It!	59478	1966	London Records	United States	7286488	Fortune Teller
The Rolling Stones	12225311	The Last Time	435914	Got Live If You Want It!	59478	1966	London Records	United Kingdom	7841507	The Last Time
The Rolling Stones	12225311	The Last Time	435914	Got Live If You Want It!	59478	1966	London Records	United States	7841507	The Last Time
The Rolling Stones	12225313	Time Is on My Side	435916	Got Live If You Want It!	59478	1966	London Records	United Kingdom	4378180	Time Is on My Side
The Rolling Stones	12225313	Time Is on My Side	435916	Got Live If You Want It!	59478	1966	London Records	United States	4378180	Time Is on My Side
The Rolling Stones	12225316	(I Can’t Get No) Satisfaction	435919	Got Live If You Want It!	59478	1966	London Records	United Kingdom	357708	(I Can’t Get No) Satisfaction
The Rolling Stones	12225316	(I Can’t Get No) Satisfaction	435919	Got Live If You Want It!	59478	1966	London Records	United States	357708	(I Can’t Get No) Satisfaction
The Rolling Stones	7763417	Mother's Little Helper	234710	Mother's Little Helper / Lady Jane	928362	1966	London Records	United Kingdom	269109	Mother's Little Helper
The Rolling Stones	7763417	Mother's Little Helper	234710	Mother's Little Helper / Lady Jane	928362	1966	London Records	United States	269109	Mother's Little Helper
The Beatles	11009101	Magical Mystery Tour	3968974	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	155971	Magical Mystery Tour
The Beatles	11009101	Magical Mystery Tour	3968974	Magical Mystery Tour	24803	1967	Parlophone	United States	155971	Magical Mystery Tour
The Beatles	11009102	The Fool on the Hill	3498192	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	755080	The Fool on the Hill
The Beatles	11009102	The Fool on the Hill	3498192	Magical Mystery Tour	24803	1967	Parlophone	United States	755080	The Fool on the Hill
The Beatles	11009104	Blue Jay Way	3498194	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	198593	Blue Jay Way
The Beatles	11009104	Blue Jay Way	3498194	Magical Mystery Tour	24803	1967	Parlophone	United States	198593	Blue Jay Way
The Beatles	11009105	Your Mother Should Know	3968975	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	198594	Your Mother Should Know
The Beatles	11009105	Your Mother Should Know	3968975	Magical Mystery Tour	24803	1967	Parlophone	United States	198594	Your Mother Should Know
The Beatles	11009106	I Am the Walrus	3968976	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	155968	I Am the Walrus
The Beatles	11009106	I Am the Walrus	3968976	Magical Mystery Tour	24803	1967	Parlophone	United States	155968	I Am the Walrus
The Beatles	11009107	Hello Goodbye	9646177	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	155969	Hello, Goodbye
The Beatles	11009107	Hello Goodbye	9646177	Magical Mystery Tour	24803	1967	Parlophone	United States	155969	Hello, Goodbye
The Beatles	11009108	Strawberry Fields Forever	8652826	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	3440097	Strawberry Fields Forever
The Beatles	11009108	Strawberry Fields Forever	8652826	Magical Mystery Tour	24803	1967	Parlophone	United States	3440097	Strawberry Fields Forever
The Beatles	11009109	Penny Lane	9354183	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	194529	Penny Lane
The Beatles	11009109	Penny Lane	9354183	Magical Mystery Tour	24803	1967	Parlophone	United States	194529	Penny Lane
The Beatles	11009110	Baby You’re a Rich Man	6796061	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	198599	Baby You’re a Rich Man
The Beatles	11009110	Baby You’re a Rich Man	6796061	Magical Mystery Tour	24803	1967	Parlophone	United States	198599	Baby You’re a Rich Man
The Beatles	11009111	All You Need Is Love	8652840	Magical Mystery Tour	24803	1967	Parlophone	United Kingdom	6798	All You Need Is Love
The Beatles	11009111	All You Need Is Love	8652840	Magical Mystery Tour	24803	1967	Parlophone	United States	6798	All You Need Is Love
The Rolling Stones	7124449	She's a Rainbow (Acid version)	8436839	A Merry Christmas	755372	1967	[no label]	United Kingdom	306564	She’s a Rainbow
The Rolling Stones	7124449	She's a Rainbow (Acid version)	8436839	A Merry Christmas	755372	1967	[no label]	United States	306564	She’s a Rainbow
The Rolling Stones	14135509	Let's Spend the Night Together	14535825	Between the Buttons	205903	1967	London Records	United Kingdom	6788061	Let’s Spend the Night Together
The Rolling Stones	14135509	Let's Spend the Night Together	14535825	Between the Buttons	205903	1967	London Records	United States	6788061	Let’s Spend the Night Together
The Rolling Stones	14135511	Ruby Tuesday	14535827	Between the Buttons	205903	1967	London Records	United Kingdom	277644	Ruby Tuesday
The Rolling Stones	14135511	Ruby Tuesday	14535827	Between the Buttons	205903	1967	London Records	United States	277644	Ruby Tuesday
The Rolling Stones	14135519	Miss Amanda Jones	14535835	Between the Buttons	205903	1967	London Records	United Kingdom	12925430	Miss Amanda Jones
The Rolling Stones	14135519	Miss Amanda Jones	14535835	Between the Buttons	205903	1967	London Records	United States	12925430	Miss Amanda Jones
The Rolling Stones	14135520	Something Happened to Me Yesterday	14535836	Between the Buttons	205903	1967	London Records	United Kingdom	2162969	Something Happened to Me Yesterday
The Rolling Stones	14135520	Something Happened to Me Yesterday	14535836	Between the Buttons	205903	1967	London Records	United States	2162969	Something Happened to Me Yesterday
The Rolling Stones	7763456	She's a Rainbow	9123633	She's a Rainbow / 2000 Light Years from Home	928355	1967	London Records	United Kingdom	306564	She’s a Rainbow
The Rolling Stones	7763456	She's a Rainbow	9123633	She's a Rainbow / 2000 Light Years from Home	928355	1967	London Records	United States	306564	She’s a Rainbow
The Rolling Stones	7763457	2000 Light Years From Home	234719	She's a Rainbow / 2000 Light Years from Home	928355	1967	London Records	United Kingdom	306567	2000 Light Years From Home
The Rolling Stones	7763457	2000 Light Years From Home	234719	She's a Rainbow / 2000 Light Years from Home	928355	1967	London Records	United States	306567	2000 Light Years From Home
The Beatles	11032127	Hey Jude	9735878	Hey Jude	502706	1968	Odeon	United Kingdom	155973	Hey Jude
The Beatles	11032127	Hey Jude	9735878	Hey Jude	502706	1968	Odeon	United States	155973	Hey Jude
The Beatles	11032128	Revolution	9735879	Hey Jude	502706	1968	Odeon	United Kingdom	155974	Revolution
The Beatles	11032128	Revolution	9735879	Hey Jude	502706	1968	Odeon	United States	155974	Revolution
The Rolling Stones	170035	Sympathy for the Devil	198360	Beggars Banquet	24776	1968	Decca Records	United Kingdom	198360	Sympathy for the Devil
The Rolling Stones	170035	Sympathy for the Devil	198360	Beggars Banquet	24776	1968	Decca Records	United States	198360	Sympathy for the Devil
The Rolling Stones	170039	Jig-Saw Puzzle	198364	Beggars Banquet	24776	1968	Decca Records	United Kingdom	12652462	Jig-Saw Puzzle
The Rolling Stones	170039	Jig-Saw Puzzle	198364	Beggars Banquet	24776	1968	Decca Records	United States	12652462	Jig-Saw Puzzle
The Rolling Stones	170040	Street Fighting Man	198365	Beggars Banquet	24776	1968	Decca Records	United Kingdom	198365	Street Fighting Man
The Rolling Stones	170040	Street Fighting Man	198365	Beggars Banquet	24776	1968	Decca Records	United States	198365	Street Fighting Man
The Rolling Stones	170042	Stray Cat Blues	198367	Beggars Banquet	24776	1968	Decca Records	United Kingdom	198367	Stray Cat Blues
The Rolling Stones	170042	Stray Cat Blues	198367	Beggars Banquet	24776	1968	Decca Records	United States	198367	Stray Cat Blues
The Rolling Stones	170044	Salt of the Earth	198369	Beggars Banquet	24776	1968	Decca Records	United Kingdom	12444489	Salt of the Earth
The Rolling Stones	170044	Salt of the Earth	198369	Beggars Banquet	24776	1968	Decca Records	United States	12444489	Salt of the Earth
The Rolling Stones	170045	Sympathy for the Devil	198360	Beggars Banquet	24776	1968	London Records	United Kingdom	198360	Sympathy for the Devil
The Rolling Stones	170045	Sympathy for the Devil	198360	Beggars Banquet	24776	1968	London Records	United States	198360	Sympathy for the Devil
The Rolling Stones	170049	Jig-Saw Puzzle	198364	Beggars Banquet	24776	1968	London Records	United Kingdom	12652462	Jig-Saw Puzzle
The Rolling Stones	170049	Jig-Saw Puzzle	198364	Beggars Banquet	24776	1968	London Records	United States	12652462	Jig-Saw Puzzle
The Rolling Stones	170050	Street Fighting Man	198365	Beggars Banquet	24776	1968	London Records	United Kingdom	198365	Street Fighting Man
The Rolling Stones	170050	Street Fighting Man	198365	Beggars Banquet	24776	1968	London Records	United States	198365	Street Fighting Man
The Rolling Stones	170052	Stray Cat Blues	198367	Beggars Banquet	24776	1968	London Records	United Kingdom	198367	Stray Cat Blues
The Rolling Stones	170052	Stray Cat Blues	198367	Beggars Banquet	24776	1968	London Records	United States	198367	Stray Cat Blues
The Rolling Stones	170054	Salt of the Earth	198369	Beggars Banquet	24776	1968	London Records	United Kingdom	12444489	Salt of the Earth
The Rolling Stones	170054	Salt of the Earth	198369	Beggars Banquet	24776	1968	London Records	United States	12444489	Salt of the Earth
The Rolling Stones	4576278	Jumpin' Jack Flash	234722	Jumpin' Jack Flash / Child of the Moon	500110	1968	Decca Records	United Kingdom	5652861	Jumpin’ Jack Flash
The Rolling Stones	4576278	Jumpin' Jack Flash	234722	Jumpin' Jack Flash / Child of the Moon	500110	1968	Decca Records	United States	5652861	Jumpin’ Jack Flash
The Beatles	11012372	Come Together	12377409	Abbey Road	2717	1969	Apple Records	United Kingdom	198973	Come Together
The Beatles	11012372	Come Together	12377409	Abbey Road	2717	1969	Apple Records	United States	198973	Come Together
The Beatles	11012373	Something	2553996	Abbey Road	2717	1969	Apple Records	United Kingdom	1269417	Something
The Beatles	11012373	Something	2553996	Abbey Road	2717	1969	Apple Records	United States	1269417	Something
The Beatles	11012374	Maxwell’s Silver Hammer	12647305	Abbey Road	2717	1969	Apple Records	United Kingdom	304815	Maxwell’s Silver Hammer
The Beatles	11012374	Maxwell’s Silver Hammer	12647305	Abbey Road	2717	1969	Apple Records	United States	304815	Maxwell’s Silver Hammer
The Beatles	11012375	Oh! Darling	804654	Abbey Road	2717	1969	Apple Records	United Kingdom	304816	Oh! Darling
The Beatles	11012375	Oh! Darling	804654	Abbey Road	2717	1969	Apple Records	United States	304816	Oh! Darling
The Beatles	11012376	Octopus’s Garden	2553997	Abbey Road	2717	1969	Apple Records	United Kingdom	184966	Octopus’s Garden
The Beatles	11012376	Octopus’s Garden	2553997	Abbey Road	2717	1969	Apple Records	United States	184966	Octopus’s Garden
